day,s_mean,s_min,s_max,s_std,i_mean,i_min,i_max,i_std,r_mean,r_min,r_max,r_std,edgecount_mean,edgecount_min,edgecount_max,edgecount_std,suscedgecount_mean,suscedgecount_min,suscedgecount_max,suscedgecount_std,V,T,network
207,3.8633333333333333,0,499,40.63819465854639,0.21,0,2,0.4545202182109633,495.9266666666667,1,500,40.622842589143076,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
208,3.8633333333333333,0,499,40.63819465854639,0.20333333333333334,0,2,0.450182670715192,495.93333333333334,1,500,40.62334809264754,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
209,3.8633333333333333,0,499,40.63819465854639,0.19333333333333333,0,2,0.443408305410011,495.9433333333333,1,500,40.624063114143276,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
210,3.8633333333333333,0,499,40.63819465854639,0.19,0,2,0.4410765182859746,495.94666666666666,1,500,40.62435578770585,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
211,3.8633333333333333,0,499,40.63819465854639,0.18,0,2,0.43385184654345293,495.95666666666665,1,500,40.62514982392405,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
212,3.8633333333333333,0,499,40.63819465854639,0.17333333333333334,0,2,0.41294547919167024,495.9633333333333,1,500,40.62556803479044,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
213,3.8633333333333333,0,499,40.63819465854639,0.16666666666666666,0,2,0.40756502924781807,495.97,1,500,40.62606746732364,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
214,3.8633333333333333,0,499,40.63819465854639,0.15666666666666668,0,2,0.3991490390905532,495.98,1,500,40.626608740979634,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
215,3.8633333333333333,0,499,40.63819465854639,0.15333333333333332,0,2,0.3962477294562327,495.98333333333335,1,500,40.6268983777358,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
216,3.8633333333333333,0,499,40.63819465854639,0.15,0,2,0.3846989875692283,495.9866666666667,1,500,40.627105416671604,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
217,3.8633333333333333,0,499,40.63819465854639,0.14333333333333334,0,2,0.3695639058275632,495.99333333333334,1,500,40.627600988685934,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
218,3.8633333333333333,0,499,40.63819465854639,0.13333333333333333,0,2,0.35961083883402634,496.00333333333333,1,500,40.62838343684368,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
219,3.8633333333333333,0,499,40.63819465854639,0.12666666666666668,0,2,0.3526614844734143,496.01,1,500,40.62895856710446,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
220,3.8633333333333333,0,499,40.63819465854639,0.12,0,2,0.34544334365989704,496.01666666666665,1,500,40.62945027507021,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
221,3.8633333333333333,0,499,40.63819465854639,0.11666666666666667,0,2,0.3417281805570693,496.02,1,500,40.62973687331299,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
222,3.8633333333333333,0,499,40.63819465854639,0.11333333333333333,0,2,0.33793919356997426,496.0233333333333,1,500,40.63002319514905,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
223,3.8633333333333333,0,499,40.63819465854639,0.11333333333333333,0,2,0.33793919356997426,496.0233333333333,1,500,40.63002319514905,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
224,3.8633333333333333,0,499,40.63819465854639,0.10666666666666667,0,2,0.3301295310122631,496.03,1,500,40.63043038056204,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
225,3.8633333333333333,0,499,40.63819465854639,0.1,0,2,0.32199212686941014,496.0366666666667,1,500,40.63083646437606,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
226,3.8633333333333333,0,499,40.63819465854639,0.1,0,2,0.32199212686941014,496.0366666666667,1,500,40.63083646437606,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
227,3.8633333333333333,0,499,40.63819465854639,0.09333333333333334,0,2,0.3026453417757339,496.04333333333335,1,500,40.63124144662416,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
228,3.8633333333333333,0,499,40.63819465854639,0.08666666666666667,0,2,0.2934437817807269,496.05,1,500,40.63172763949251,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
229,3.8633333333333333,0,499,40.63819465854639,0.08333333333333333,0,2,0.2886751345948129,496.05333333333334,1,500,40.63201147795546,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
230,3.8633333333333333,0,499,40.63819465854639,0.08,0,2,0.28378709811557007,496.0566666666667,1,500,40.63229504006591,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
231,3.8633333333333333,0,499,40.63819465854639,0.07,0,2,0.26834062115753293,496.06666666666666,1,500,40.632979449605486,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
232,3.8633333333333333,0,499,40.63819465854639,0.06666666666666667,0,2,0.2629054706745198,496.07,1,500,40.63326190750807,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
233,3.8633333333333333,0,499,40.63819465854639,0.06333333333333334,0,1,0.24396849039011778,496.0733333333333,1,500,40.633461780612244,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
234,3.8633333333333333,0,499,40.63819465854639,0.05333333333333334,0,1,0.22507276167731277,496.0833333333333,1,500,40.63422436223713,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
235,3.8633333333333333,0,499,40.63819465854639,0.05,0,1,0.21830909938949908,496.08666666666664,1,500,40.63450543971206,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
236,3.8633333333333333,0,499,40.63819465854639,0.04666666666666667,0,1,0.21127631471468894,496.09,1,500,40.634786240889824,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
237,3.8633333333333333,0,499,40.63819465854639,0.043333333333333335,0,1,0.20394656873443764,496.0933333333333,1,500,40.63498446038678,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
238,3.8633333333333333,0,499,40.63819465854639,0.043333333333333335,0,1,0.20394656873443764,496.0933333333333,1,500,40.63498446038678,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
239,3.8633333333333333,0,499,40.63819465854639,0.04,0,1,0.19628659682628735,496.0966666666667,1,500,40.635264709555,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
240,3.8633333333333333,0,499,40.63819465854639,0.03666666666666667,0,1,0.18825609351281192,496.1,1,500,40.63554468244268,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
241,3.8633333333333333,0,499,40.63819465854639,0.03,0,1,0.17087224588772662,496.1066666666667,1,500,40.63610379939914,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
242,3.8633333333333333,0,499,40.63819465854639,0.03,0,1,0.17087224588772662,496.1066666666667,1,500,40.63610379939914,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
243,3.8633333333333333,0,499,40.63819465854639,0.03,0,1,0.17087224588772662,496.1066666666667,1,500,40.63610379939914,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
244,3.8633333333333333,0,499,40.63819465854639,0.02666666666666667,0,1,0.16137646493112862,496.11,1,500,40.63630064075574,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
245,3.8633333333333333,0,499,40.63819465854639,0.02666666666666667,0,1,0.16137646493112862,496.11,1,500,40.63630064075574,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
246,3.8633333333333333,0,499,40.63819465854639,0.023333333333333334,0,1,0.15121212222763147,496.11333333333334,1,500,40.63657950914296,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
247,3.8633333333333333,0,499,40.63819465854639,0.02,0,1,0.14023391829177742,496.1166666666667,1,500,40.636775799516336,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
248,3.8633333333333333,0,499,40.63819465854639,0.02,0,1,0.14023391829177742,496.1166666666667,1,500,40.636775799516336,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
249,3.8633333333333333,0,499,40.63819465854639,0.02,0,1,0.14023391829177742,496.1166666666667,1,500,40.636775799516336,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
250,3.8633333333333333,0,499,40.63819465854639,0.016666666666666666,0,1,0.12823299585640946,496.12,1,500,40.63697181460337,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09,3,Erdos-Renyi
1,497.7,494,499,1.0957503804795499,2.203333333333333,0,6,1.095134674552364,0.09666666666666666,0,2,0.3070883146570138,0.9996708413615928,0.9974309569685292,1.0,0.0004534106298477938,0.9999417299954872,0.9988837932981983,1.0,0.00015132857907837233,0.09,5,Erdos-Renyi
2,495.18333333333334,484,499,2.673364637275469,4.516666666666667,0,16,2.5856024486174483,0.3,0,2,0.5204834387696162,0.9982337829158638,0.9871547848426461,1.0,0.002051787976022709,0.9992350063935738,0.9934883241238811,1.0,0.0009288435121811942,0.09,5,Erdos-Renyi
3,490.4266666666667,466,499,5.497760768450414,8.886666666666667,0,30,5.210019504090064,0.6866666666666666,0,4,0.8780997015383246,0.9938193106401199,0.9629094412331407,1.0,0.00610367420047803,0.9970074687208907,0.9801837104331351,1.0,0.0030364325460506417,0.09,5,Erdos-Renyi
4,481.8333333333333,442,499,10.052315772839524,16.773333333333333,0,52,9.512988246259278,1.3933333333333333,0,8,1.3080490037493198,0.9827221151787626,0.9205202312138728,1.0,0.014267574373320711,0.99118183708486,0.9555215541754882,1.0,0.007511317807215379,0.09,5,Erdos-Renyi
5,468.4033333333333,411,499,16.734619221557576,28.956666666666667,0,81,15.599335019986428,2.64,0,13,2.042295252813742,0.9619059087989723,0.8564547206165704,1.0,0.027558322912845493,0.9795743774528098,0.9136814291758307,1.0,0.01556169581135361,0.09,5,Erdos-Renyi
6,448.25333333333333,372,499,25.206090113666654,47.223333333333336,0,115,23.175067090973567,4.523333333333333,0,17,2.9333947748708646,0.9261737315350032,0.7769749518304432,1.0,0.04583673145300593,0.9579790910710816,0.8552681671750361,1.0,0.028273177669141617,0.09,5,Erdos-Renyi
7,421.86,327,499,33.420004823578736,70.66666666666667,0,155,30.31973797035287,7.473333333333334,0,24,4.28764526228631,0.8771660244059089,0.7122671804752729,1.0,0.06320592243289162,0.9249908297856813,0.7827893231383612,1.0,0.04291878420670298,0.09,5,Erdos-Renyi
8,391.95,301,499,40.388342716986394,96.67666666666666,0,173,35.92474653495682,11.373333333333333,0,33,5.798219847524149,0.8221783344037679,0.6817597944765574,1.0,0.07455119601424094,0.8822075047369418,0.7468281943185517,1.0,0.05706718955161709,0.09,5,Erdos-Renyi
9,359.73333333333335,268,499,45.09932059298366,123.73666666666666,0,199,39.21240489796347,16.53,0,38,7.263030039258446,0.77043673731535,0.6600834938985228,1.0,0.07569848524656528,0.8337915311750718,0.6947865468239602,1.0,0.06633923264180862,0.09,5,Erdos-Renyi
10,327.55333333333334,234,499,48.02577856643169,149.39333333333335,0,221,40.66576328108203,23.053333333333335,0,50,8.90626525307227,0.7302044530079211,0.642903018625562,1.0,0.07079576019533862,0.7851500205503853,0.6522207196996858,1.0,0.07172559971199248,0.09,5,Erdos-Renyi
11,297.79333333333335,210,499,49.207403073926,172.18333333333334,0,244,40.402528012343275,30.023333333333333,0,57,10.606181807354508,0.7034371654891886,0.6319845857418112,1.0,0.06250910659388997,0.740618584376355,0.6043318538597757,1.0,0.0725202273732764,0.09,5,Erdos-Renyi
12,270.38666666666666,186,499,50.08678577482355,191.69666666666666,0,250,40.05628968547609,37.916666666666664,1,70,12.299620227797647,0.6903120316848641,0.6271676300578035,1.0,0.05571458645889816,0.701515367053194,0.5734928416558893,1.0,0.07254801142524195,0.09,5,Erdos-Renyi
13,245.6,169,499,50.38035928818577,207.53,0,258,38.98909589439344,46.87,1,84,14.274416387744276,0.688543673731535,0.6290944123314065,1.0,0.05036868960622113,0.6696538920872398,0.5530420311430548,1.0,0.07042661681612195,0.09,5,Erdos-Renyi
14,222.35,157,499,50.118396611720996,221.47666666666666,0,264,37.58668183092365,56.17333333333333,1,98,15.835587822829227,0.6934874759152216,0.6395311496467566,1.0,0.04637897712396867,0.6411023506002759,0.5516220339610812,1.0,0.0677043066349867,0.09,5,Erdos-Renyi
15,201.67666666666668,140,499,50.36075994956671,232.49333333333334,0,273,36.98273061083603,65.83,1,109,17.245069093127913,0.7049389852280026,0.647077713551702,1.0,0.044839056934313844,0.6185687271763776,0.519999832245378,1.0,0.06596175716397086,0.09,5,Erdos-Renyi
16,182.95666666666668,124,499,50.68904602421552,241.10666666666665,0,285,36.56114988836402,75.93666666666667,1,117,18.38566737356739,0.7204768786127168,0.6535003211303789,1.0,0.04364549984228652,0.6008256334281322,0.5088835037247934,1.0,0.06490146014457943,0.09,5,Erdos-Renyi
17,166.09,115,499,51.2171771066039,247.51333333333332,0,285,36.25545497725248,86.39666666666666,1,129,19.674423295119507,0.7385945193748662,0.6621708413615928,1.0,0.0431167000721972,0.5876481533416384,0.49898753095928566,1.0,0.06387611643604987,0.09,5,Erdos-Renyi
18,150.1,101,499,51.71826818653198,252.95666666666668,0,291,36.04616311258874,96.94333333333333,1,136,20.556800880251856,0.7580041746949261,0.6734104046242775,1.0,0.04227521347080838,0.5761070840853878,0.5063509753021032,1.0,0.0631443799526714,0.09,5,Erdos-Renyi
19,136.47666666666666,88,499,52.41099595707882,256.03333333333336,0,293,35.958712233716696,107.49,1,151,21.69189621042876,0.7777740312566902,0.672286448298009,1.0,0.04099873721647211,0.570070981829589,0.49466763662358865,1.0,0.06280618077361477,0.09,5,Erdos-Renyi
20,123.69333333333333,79,499,53.147544570454535,258.3566666666667,0,294,35.91474653888096,117.95,1,164,22.934708110643168,0.7970065296510384,0.6750160565189467,1.0,0.03955039355254429,0.5647047975983259,0.4930873473446868,1.0,0.06252044008430503,0.09,5,Erdos-Renyi
21,112.4,70,499,53.81797638280168,258.67333333333335,0,290,35.60429057355835,128.92666666666668,1,173,24.05292288308473,0.8161560693641619,0.6859344894026975,1.0,0.037606414365506775,0.5635704675521274,0.4981848615465054,1.0,0.06203562192499877,0.09,5,Erdos-Renyi
22,102.36666666666666,63,499,54.534811890344635,258.10333333333335,0,289,35.4596099152264,139.53,1,181,25.06011034362744,0.8341961036180688,0.7003853564547207,1.0,0.035218314234982416,0.5645075111885379,0.5022405144633446,1.0,0.061805649992548777,0.09,5,Erdos-Renyi
23,93.42,55,499,55.208121888070295,255.98333333333332,0,288,35.15626447726694,150.59666666666666,1,198,26.332971858716007,0.850974095482766,0.7074502247912653,1.0,0.033314823204439334,0.568608803985491,0.4951360539901975,1.0,0.061108286730094954,0.09,5,Erdos-Renyi
24,85.15666666666667,50,499,55.88526339239185,253.62666666666667,0,283,34.98715419623884,161.21666666666667,1,213,27.38422981139754,0.8666297366730892,0.7260757867694284,1.0,0.030717780594581086,0.5728314906101349,0.501399715991284,1.0,0.06075005366055453,0.09,5,Erdos-Renyi
25,77.51,43,499,56.53651763318073,250.89,0,288,34.64890168475569,171.6,1,223,28.238710118627584,0.8813524941126096,0.7424534360950545,1.0,0.028269982390045325,0.5783774134371287,0.49914894968210666,1.0,0.06034249005412002,0.09,5,Erdos-Renyi
26,70.62333333333333,37,499,57.20380850883334,247.49666666666667,0,284,34.35507083185481,181.88,1,235,29.303605083726648,0.8946724470134875,0.7614001284521515,1.0,0.026050467742699205,0.5847969118543581,0.5072758493284018,1.0,0.05978252186895213,0.09,5,Erdos-Renyi
27,64.27666666666667,32,499,57.84311721879721,243.29333333333332,0,285,34.002468268987464,192.43,1,248,30.50673098598905,0.9070712909441232,0.7813102119460501,1.0,0.023950508030592954,0.5925471172218136,0.5147582957472332,1.0,0.05929580322310546,0.09,5,Erdos-Renyi
28,58.84,27,499,58.39080424233674,239.16666666666666,0,289,33.670927023834224,201.99333333333334,1,262,31.596006831791332,0.9178773281952473,0.8015414258188824,1.0,0.021949069714782988,0.6010847872557457,0.5203464528388878,1.0,0.05887121377910744,0.09,5,Erdos-Renyi
29,53.92333333333333,25,499,58.87556280160933,234.22,0,284,33.26439538004561,211.85666666666665,1,274,32.76289792571047,0.9279035538428603,0.8139049454078355,1.0,0.019894319805764737,0.612037562423085,0.5319445163233195,1.0,0.058138906147158484,0.09,5,Erdos-Renyi
30,49.406666666666666,23,499,59.32638554889844,229.19666666666666,0,277,32.73565945911225,221.39666666666668,1,280,33.719966032798226,0.9367019910083495,0.8326910725754656,1.0,0.01804894916284177,0.6224163257490692,0.5364102578559985,1.0,0.057518787803731104,0.09,5,Erdos-Renyi
31,45.57666666666667,21,499,59.71378883876397,223.6,0,265,32.126734821655994,230.82333333333332,1,286,34.65345092617084,0.9442742453436095,0.8477842003853564,1.0,0.01642762773114285,0.6336514000181172,0.5402811725114489,1.0,0.05695518585516321,0.09,5,Erdos-Renyi
32,41.79666666666667,17,499,60.1145672267971,217.97333333333333,0,262,31.481044180552217,240.23,1,294,35.626599829125084,0.9514349175765362,0.8614322414900449,1.0,0.014930101413121743,0.6450787301027393,0.5571175375095613,1.0,0.05598181497986328,0.09,5,Erdos-Renyi
33,38.64666666666667,14,499,60.46565532433733,212.18,0,258,30.857872485224586,249.17333333333335,1,298,36.52263634296347,0.9573736887176193,0.8741168914579319,1.0,0.013518027832017252,0.6560908657590716,0.5676338942174287,1.0,0.05528615390105375,0.09,5,Erdos-Renyi
34,35.62,12,499,60.80883693041194,206.81666666666666,0,252,29.99113116769605,257.56333333333333,1,302,37.24796224215312,0.9628227360308285,0.8908156711624919,1.0,0.012317822713102914,0.667225525058916,0.5729437786036591,1.0,0.05335125537174689,0.09,5,Erdos-Renyi
35,32.946666666666665,11,499,61.088212621529536,201.05333333333334,0,246,29.398151755584394,266.0,1,307,38.15765570581102,0.9676338043245558,0.9007707129094412,1.0,0.010959363137120627,0.6792464141521073,0.5815939197193021,1.0,0.05253946322315872,0.09,5,Erdos-Renyi
36,30.513333333333332,8,499,61.360193938928916,195.19666666666666,0,241,28.59013773093445,274.29,1,312,38.90042901982472,0.971823485335046,0.9142581888246628,1.0,0.009800416683542616,0.6903254417307607,0.5997902628795885,1.0,0.051119185010363374,0.09,5,Erdos-Renyi
37,28.16,7,499,61.6361184994556,189.89,0,235,27.993631024331624,281.95,1,321,39.77891451678613,0.9756112181545707,0.916024405908799,1.0,0.008932155641664209,0.7002281337240794,0.6068984459089416,1.0,0.050715714733675595,0.09,5,Erdos-Renyi
38,26.266666666666666,7,499,61.841221509725514,184.42333333333335,0,230,27.432814656090365,289.31,1,330,40.605870129369364,0.9786737315350031,0.9283879254977521,1.0,0.007920849848488742,0.7108072541707268,0.6144075504802086,1.0,0.05056082316540236,0.09,5,Erdos-Renyi
39,24.51,5,499,62.04650780208972,178.58,0,224,26.7202201941541,296.91,1,338,41.38636656910876,0.9815210875615499,0.934971098265896,1.0,0.007169912915308021,0.7222208228357702,0.6231313237790721,1.0,0.04977303552332101,0.09,5,Erdos-Renyi
40,22.903333333333332,5,499,62.229916685286895,172.71333333333334,0,216,25.84228902197338,304.3833333333333,1,341,42.077525069115325,0.9840489188610576,0.9420359666024406,1.0,0.0064116273792358255,0.7337035380339724,0.6311193463651823,1.0,0.04860457543068058,0.09,5,Erdos-Renyi
41,21.476666666666667,5,499,62.392404688109046,167.23,0,211,25.273959128586196,311.29333333333335,1,348,42.92562544629266,0.9862004923999144,0.9463712267180475,1.0,0.005774750558988133,0.745014580139229,0.6536893073597433,1.0,0.04860424212315712,0.09,5,Erdos-Renyi
42,20.15,4,499,62.55122984014822,161.76666666666668,0,207,24.58496064375684,318.0833333333333,1,356,43.72370367545755,0.9881176407621494,0.9503853564547207,1.0,0.005309948880725149,0.7562264122625929,0.6554669125887647,1.0,0.04818066737586619,0.09,5,Erdos-Renyi
43,19.0,3,499,62.67760050728785,156.44,0,207,23.97685059695068,324.56,1,360,44.4638036247004,0.9897297152643975,0.960179833012203,1.0,0.00464457612865285,0.7672956545566438,0.6616836095593482,1.0,0.0484262498225622,0.09,5,Erdos-Renyi
44,17.933333333333334,3,499,62.805019362142964,151.24666666666667,0,202,23.381648655910688,330.82,1,371,45.20175063943393,0.9911004067651467,0.9670841361592807,1.0,0.004186444909457359,0.7766039424297511,0.6560352296336754,1.0,0.04802350290565065,0.09,5,Erdos-Renyi
45,17.016666666666666,1,499,62.91611755650137,145.89666666666668,0,191,22.808479666662812,337.08666666666664,1,374,45.917832192585514,0.9923249839434811,0.970456005138086,1.0,0.003785752478306411,0.7871146759254214,0.6402966474111478,1.0,0.04841671987938763,0.09,5,Erdos-Renyi
46,16.19333333333333,1,499,63.00976159089447,140.79333333333332,0,187,22.096110121404017,343.0133333333333,1,379,46.50953606921345,0.9933686576750161,0.9773603082851637,1.0,0.0033010326718688906,0.7968858625143268,0.6676491540287602,1.0,0.04822854544067225,0.09,5,Erdos-Renyi
47,15.486666666666666,1,499,63.09601290920859,135.59,0,181,21.30072698054377,348.92333333333335,1,384,47.121462516080754,0.9942721044744167,0.9789659601798331,1.0,0.0030200452506864276,0.8082619289150061,0.6743594368229419,1.0,0.04732875994950477,0.09,5,Erdos-Renyi
48,14.813333333333333,1,499,63.17188810733544,130.54333333333332,0,174,20.655190919685328,354.6433333333333,1,388,47.75000522392822,0.9951043673731536,0.9816955684007708,1.0,0.0025907166815410665,0.8185791371733614,0.6743594368229419,1.0,0.047879921668455644,0.09,5,Erdos-Renyi
49,14.14,0,499,63.253276515660104,126.17333333333333,0,167,20.06869362385395,359.68666666666667,1,391,48.30070755233033,0.99582530507386,0.9852280025690431,1.0,0.0022914113154055347,0.8259407311417701,0.6452507542347665,1.0,0.0503301888734739,0.09,5,Erdos-Renyi
50,13.543333333333333,0,499,63.3251532885547,121.67,0,162,19.410917350155856,364.7866666666667,1,395,48.85081879777381,0.9964627488760436,0.9857096981374438,1.0,0.002072459125986072,0.8367587001523836,0.6452507542347665,1.0,0.05145833665134248,0.09,5,Erdos-Renyi
51,13.006666666666666,0,499,63.39054471622948,117.52,0,159,18.87920410997474,369.47333333333336,1,403,49.388731287100164,0.9969797687861272,0.9881181759794476,1.0,0.0018463460416874035,0.8455444373713628,0.6452507542347665,1.0,0.05302696324256492,0.09,5,Erdos-Renyi
52,12.55,0,499,63.44661068982925,113.35666666666667,0,153,18.28141559277641,374.0933333333333,1,409,49.90604505802212,0.9974229287090558,0.9898843930635838,1.0,0.0016313897775589842,0.8531366464749471,0.6452507542347665,1.0,0.05531888013135322,0.09,5,Erdos-Renyi
53,12.146666666666667,0,499,63.49564930363755,109.08333333333333,0,144,17.64580129189374,378.77,1,414,50.40986293312504,0.9977852708199528,0.9919717405266538,1.0,0.0014679431650166978,0.8615551901693593,0.6452507542347665,1.0,0.05539869597461767,0.09,5,Erdos-Renyi
54,11.8,0,499,63.538153813016585,105.06333333333333,0,139,17.085638776378207,383.13666666666666,1,417,50.90214221913665,0.998102119460501,0.9927745664739884,1.0,0.0013138653989778874,0.8686220423723512,0.6452507542347665,1.0,0.05620787263720232,0.09,5,Erdos-Renyi
55,11.52,0,499,63.57306596129421,101.07333333333334,0,134,16.471358202213967,387.4066666666667,1,419,51.363039515945815,0.9983702633269108,0.9930956968529223,1.0,0.0011885818248266033,0.876978040149132,0.700701106885437,1.0,0.056678433947664426,0.09,5,Erdos-Renyi
56,11.253333333333334,0,499,63.60488261549313,97.31,0,131,15.94536763965885,391.43666666666667,1,425,51.82559499459736,0.9985929137229715,0.9942196531791907,1.0,0.0010526177500360771,0.8825628234622679,0.6563832993774704,1.0,0.056623311637530496,0.09,5,Erdos-Renyi
57,10.976666666666667,0,499,63.63826588753655,93.75666666666666,0,126,15.513855784207852,395.26666666666665,1,429,52.29261209598949,0.9988043245557696,0.9943802183686576,1.0,0.0009605294108325416,0.8907991674074476,0.6563832993774704,1.0,0.055575014957601136,0.09,5,Erdos-Renyi
58,10.706666666666667,0,499,63.670193975610445,90.40666666666667,0,124,15.162485243237452,398.88666666666666,1,432,52.74860383216823,0.9990023549561122,0.9951830443159922,1.0,0.0008409784403402032,0.8985172159834958,0.6563832993774704,1.0,0.054699628136534895,0.09,5,Erdos-Renyi
59,10.476666666666667,0,499,63.69914751026109,86.88,0,121,14.673900111477025,402.6433333333333,1,437,53.19795921937146,0.9991350888460715,0.9955041746949261,1.0,0.0007806167289643934,0.9040884877559576,0.6876396469668737,1.0,0.05409035600102854,0.09,5,Erdos-Renyi
60,10.36,0,499,63.71432689360392,83.5,0,120,14.30964312230132,406.14,1,439,53.63565055104155,0.9992362449154357,0.9959858702633269,1.0,0.0007332334566272635,0.9113376563747428,0.6876396469668737,1.0,0.051967246322178876,0.09,5,Erdos-Renyi
61,10.153333333333334,0,499,63.73940850219422,80.22666666666667,0,116,13.888060205675853,409.62,1,444,54.05591926909352,0.9993727253264825,0.9961464354527938,1.0,0.0006495619383093774,0.918681621755835,0.7501523421456805,1.0,0.05119215957444234,0.09,5,Erdos-Renyi
62,10.043333333333333,0,499,63.75314109034293,77.05666666666667,0,112,13.39820242855776,412.9,1,445,54.429943313372924,0.9994583600941983,0.9961464354527938,1.0,0.000596472241838222,0.9261091531819577,0.7501523421456805,1.0,0.049100594811490754,0.09,5,Erdos-Renyi
63,9.88,0,499,63.7722137834035,74.27,0,111,13.020581854873651,415.85,1,447,54.782887069951556,0.9995418539927211,0.9963070006422607,1.0,0.0005219491432968521,0.9298212906874368,0.7392284305193689,1.0,0.04823779943914781,0.09,5,Erdos-Renyi
64,9.743333333333334,0,499,63.78845778596047,71.58333333333333,0,106,12.673005660212105,418.67333333333335,1,449,55.1266097199857,0.9995964461571397,0.9963070006422607,1.0,0.0004820486704651773,0.9326529712703102,0.7392284305193689,1.0,0.048989594807820516,0.09,5,Erdos-Renyi
65,9.64,0,499,63.800827203410655,68.76333333333334,0,103,12.240100315820953,421.5966666666667,1,453,55.46242805094794,0.9996510383215585,0.9963070006422607,1.0,0.00044348320275752485,0.9370866199638184,0.7392284305193689,1.0,0.04834528944766664,0.09,5,Erdos-Renyi
66,9.556666666666667,0,499,63.811334496752295,66.21666666666667,0,103,11.966357057446931,424.2266666666667,1,455,55.793892890127374,0.99969278527082,0.9966281310211946,1.0,0.0004116987760677184,0.9410837238326047,0.7392284305193689,1.0,0.04636765006861705,0.09,5,Erdos-Renyi
