,day,s,s,s,i,i,i,r,r,r,V,T
,,mean,max,min,mean,max,min,mean,max,min,,
410,11,58.4,266,10,375.0,413,215,66.6,103,19,0.01,21
411,12,28.2,152,2,388.6,413,314,83.2,118,34,0.01,21
412,13,13.5,79,1,386.6,408,359,99.9,129,62,0.01,21
413,14,6.3,34,1,376.7,394,353,117.0,146,80,0.01,21
414,15,1.9,9,0,364.8,390,341,133.3,159,101,0.01,21
415,16,0.8,5,0,350.9,377,327,148.3,173,118,0.01,21
416,17,0.4,3,0,337.5,363,310,162.1,190,134,0.01,21
417,18,0.3,2,0,322.0,352,298,177.7,202,146,0.01,21
418,19,0.2,1,0,309.0,337,290,190.8,210,162,0.01,21
419,20,0.1,1,0,296.2,318,276,203.7,224,182,0.01,21
420,21,0.1,1,0,285.4,306,268,214.5,232,194,0.01,21
421,22,0.1,1,0,273.8,291,254,226.1,246,209,0.01,21
422,23,0.1,1,0,261.9,284,244,238.0,256,216,0.01,21
423,24,0.1,1,0,250.8,270,235,249.1,265,230,0.01,21
424,25,0.1,1,0,242.2,264,221,257.7,279,236,0.01,21
425,26,0.0,0,0,231.7,251,212,268.3,288,249,0.01,21
426,27,0.0,0,0,223.6,242,201,276.4,299,258,0.01,21
427,28,0.0,0,0,215.2,232,197,284.8,303,268,0.01,21
428,29,0.0,0,0,205.9,219,189,294.1,311,281,0.01,21
429,30,0.0,0,0,198.6,210,187,301.4,313,290,0.01,21
430,31,0.0,0,0,191.0,203,180,309.0,320,297,0.01,21
431,32,0.0,0,0,183.1,196,169,316.9,331,304,0.01,21
432,33,0.0,0,0,175.7,191,161,324.3,339,309,0.01,21
433,34,0.0,0,0,168.2,185,154,331.8,346,315,0.01,21
434,35,0.0,0,0,161.2,174,149,338.8,351,326,0.01,21
435,36,0.0,0,0,154.6,167,139,345.4,361,333,0.01,21
436,37,0.0,0,0,148.2,158,130,351.8,370,342,0.01,21
437,38,0.0,0,0,140.3,154,122,359.7,378,346,0.01,21
438,39,0.0,0,0,134.9,149,117,365.1,383,351,0.01,21
439,40,0.0,0,0,128.7,146,108,371.3,392,354,0.01,21
440,41,0.0,0,0,124.3,143,105,375.7,395,357,0.01,21
441,42,0.0,0,0,120.8,139,103,379.2,397,361,0.01,21
442,43,0.0,0,0,117.1,134,100,382.9,400,366,0.01,21
443,44,0.0,0,0,113.8,132,94,386.2,406,368,0.01,21
444,45,0.0,0,0,109.5,127,88,390.5,412,373,0.01,21
445,46,0.0,0,0,104.0,119,84,396.0,416,381,0.01,21
446,47,0.0,0,0,99.8,118,81,400.2,419,382,0.01,21
447,48,0.0,0,0,97.0,114,78,403.0,422,386,0.01,21
448,49,0.0,0,0,93.2,108,75,406.8,425,392,0.01,21
449,50,0.0,0,0,89.1,100,72,410.9,428,400,0.01,21
450,51,0.0,0,0,84.5,95,71,415.5,429,405,0.01,21
451,52,0.0,0,0,80.8,93,68,419.2,432,407,0.01,21
452,53,0.0,0,0,77.8,89,66,422.2,434,411,0.01,21
453,54,0.0,0,0,74.4,87,64,425.6,436,413,0.01,21
454,55,0.0,0,0,71.2,86,61,428.8,439,414,0.01,21
455,56,0.0,0,0,68.3,83,58,431.7,442,417,0.01,21
456,57,0.0,0,0,65.7,83,57,434.3,443,417,0.01,21
457,58,0.0,0,0,63.1,79,55,436.9,445,421,0.01,21
458,59,0.0,0,0,61.3,78,53,438.7,447,422,0.01,21
459,60,0.0,0,0,59.1,77,53,440.9,447,423,0.01,21
460,61,0.0,0,0,56.7,74,51,443.3,449,426,0.01,21
461,62,0.0,0,0,54.4,70,49,445.6,451,430,0.01,21
462,63,0.0,0,0,52.3,67,46,447.7,454,433,0.01,21
463,64,0.0,0,0,50.2,64,45,449.8,455,436,0.01,21
464,65,0.0,0,0,47.5,62,42,452.5,458,438,0.01,21
465,66,0.0,0,0,45.6,61,40,454.4,460,439,0.01,21
466,67,0.0,0,0,43.8,61,37,456.2,463,439,0.01,21
467,68,0.0,0,0,42.1,59,36,457.9,464,441,0.01,21
468,69,0.0,0,0,40.4,59,32,459.6,468,441,0.01,21
469,70,0.0,0,0,38.4,53,31,461.6,469,447,0.01,21
470,71,0.0,0,0,37.1,52,30,462.9,470,448,0.01,21
471,72,0.0,0,0,35.8,52,30,464.2,470,448,0.01,21
472,73,0.0,0,0,34.7,49,29,465.3,471,451,0.01,21
473,74,0.0,0,0,33.6,48,27,466.4,473,452,0.01,21
474,75,0.0,0,0,31.9,45,27,468.1,473,455,0.01,21
475,76,0.0,0,0,30.2,38,26,469.8,474,462,0.01,21
476,77,0.0,0,0,28.7,37,25,471.3,475,463,0.01,21
477,78,0.0,0,0,27.4,35,22,472.6,478,465,0.01,21
478,79,0.0,0,0,26.7,35,20,473.3,480,465,0.01,21
479,80,0.0,0,0,26.2,35,20,473.8,480,465,0.01,21
480,81,0.0,0,0,25.3,32,19,474.7,481,468,0.01,21
481,82,0.0,0,0,24.2,31,19,475.8,481,469,0.01,21
482,83,0.0,0,0,22.9,30,18,477.1,482,470,0.01,21
483,84,0.0,0,0,21.6,29,15,478.4,485,471,0.01,21
484,85,0.0,0,0,20.7,29,13,479.3,487,471,0.01,21
485,86,0.0,0,0,20.0,29,13,480.0,487,471,0.01,21
486,87,0.0,0,0,19.2,29,12,480.8,488,471,0.01,21
487,88,0.0,0,0,18.9,28,12,481.1,488,472,0.01,21
488,89,0.0,0,0,18.4,27,11,481.6,489,473,0.01,21
489,90,0.0,0,0,17.7,27,10,482.3,490,473,0.01,21
490,91,0.0,0,0,16.6,25,10,483.4,490,475,0.01,21
491,92,0.0,0,0,16.3,24,10,483.7,490,476,0.01,21
492,93,0.0,0,0,15.9,23,10,484.1,490,477,0.01,21
493,94,0.0,0,0,15.0,21,9,485.0,491,479,0.01,21
494,95,0.0,0,0,14.5,21,9,485.5,491,479,0.01,21
495,96,0.0,0,0,13.6,20,8,486.4,492,480,0.01,21
496,97,0.0,0,0,13.2,19,7,486.8,493,481,0.01,21
497,98,0.0,0,0,12.8,18,7,487.2,493,482,0.01,21
498,99,0.0,0,0,12.3,17,5,487.7,495,483,0.01,21
499,100,0.0,0,0,11.9,16,5,488.1,495,484,0.01,21
500,101,0.0,0,0,11.6,16,5,488.4,495,484,0.01,21
501,102,0.0,0,0,11.6,16,5,488.4,495,484,0.01,21
502,103,0.0,0,0,10.5,15,5,489.5,495,485,0.01,21
503,104,0.0,0,0,9.9,15,5,490.1,495,485,0.01,21
504,105,0.0,0,0,9.9,15,5,490.1,495,485,0.01,21
505,106,0.0,0,0,9.4,13,4,490.6,496,487,0.01,21
506,107,0.0,0,0,9.0,12,4,491.0,496,488,0.01,21
507,108,0.0,0,0,8.8,12,4,491.2,496,488,0.01,21
508,109,0.0,0,0,8.7,12,4,491.3,496,488,0.01,21
509,110,0.0,0,0,8.4,12,4,491.6,496,488,0.01,21
510,111,0.0,0,0,8.1,11,4,491.9,496,489,0.01,21
511,112,0.0,0,0,7.6,11,4,492.4,496,489,0.01,21
512,113,0.0,0,0,7.5,11,4,492.5,496,489,0.01,21
513,114,0.0,0,0,7.3,10,4,492.7,496,490,0.01,21
514,115,0.0,0,0,7.3,10,4,492.7,496,490,0.01,21
515,116,0.0,0,0,7.2,10,4,492.8,496,490,0.01,21
516,117,0.0,0,0,7.0,10,3,493.0,497,490,0.01,21
517,118,0.0,0,0,6.6,10,3,493.4,497,490,0.01,21
518,119,0.0,0,0,6.3,9,3,493.7,497,491,0.01,21
519,120,0.0,0,0,6.2,9,3,493.8,497,491,0.01,21
520,121,0.0,0,0,6.2,9,3,493.8,497,491,0.01,21
521,122,0.0,0,0,5.9,9,3,494.1,497,491,0.01,21
522,123,0.0,0,0,5.7,9,3,494.3,497,491,0.01,21
523,124,0.0,0,0,5.7,9,3,494.3,497,491,0.01,21
524,125,0.0,0,0,5.5,9,3,494.5,497,491,0.01,21
525,126,0.0,0,0,5.5,9,3,494.5,497,491,0.01,21
526,127,0.0,0,0,5.2,9,2,494.8,498,491,0.01,21
527,128,0.0,0,0,5.0,8,2,495.0,498,492,0.01,21
528,129,0.0,0,0,4.8,7,2,495.2,498,493,0.01,21
529,130,0.0,0,0,4.7,7,2,495.3,498,493,0.01,21
530,131,0.0,0,0,4.4,7,2,495.6,498,493,0.01,21
531,132,0.0,0,0,4.2,6,2,495.8,498,494,0.01,21
532,133,0.0,0,0,3.9,5,1,496.1,499,495,0.01,21
533,134,0.0,0,0,3.9,5,1,496.1,499,495,0.01,21
534,135,0.0,0,0,3.5,5,1,496.5,499,495,0.01,21
535,136,0.0,0,0,3.3,5,0,496.7,500,495,0.01,21
536,137,0.0,0,0,3.1,5,0,496.9,500,495,0.01,21
537,138,0.0,0,0,2.9,5,0,497.1,500,495,0.01,21
538,139,0.0,0,0,2.8,5,0,497.2,500,495,0.01,21
539,140,0.0,0,0,2.7,4,0,497.3,500,496,0.01,21
540,141,0.0,0,0,2.6,4,0,497.4,500,496,0.01,21
541,142,0.0,0,0,2.5,4,0,497.5,500,496,0.01,21
542,143,0.0,0,0,2.4,4,0,497.6,500,496,0.01,21
543,144,0.0,0,0,2.4,4,0,497.6,500,496,0.01,21
544,145,0.0,0,0,2.2,4,0,497.8,500,496,0.01,21
545,146,0.0,0,0,2.1,4,0,497.9,500,496,0.01,21
546,147,0.0,0,0,2.1,4,0,497.9,500,496,0.01,21
547,148,0.0,0,0,2.0,4,0,498.0,500,496,0.01,21
548,149,0.0,0,0,1.9,4,0,498.1,500,496,0.01,21
549,150,0.0,0,0,1.7,3,0,498.3,500,497,0.01,21
550,151,0.0,0,0,1.4,3,0,498.6,500,497,0.01,21
551,152,0.0,0,0,1.4,3,0,498.6,500,497,0.01,21
552,153,0.0,0,0,1.2,3,0,498.8,500,497,0.01,21
553,154,0.0,0,0,1.1,3,0,498.9,500,497,0.01,21
554,155,0.0,0,0,1.0,3,0,499.0,500,497,0.01,21
555,156,0.0,0,0,0.8,3,0,499.2,500,497,0.01,21
556,157,0.0,0,0,0.8,3,0,499.2,500,497,0.01,21
557,158,0.0,0,0,0.8,3,0,499.2,500,497,0.01,21
558,159,0.0,0,0,0.8,3,0,499.2,500,497,0.01,21
559,160,0.0,0,0,0.8,3,0,499.2,500,497,0.01,21
560,161,0.0,0,0,0.7,2,0,499.3,500,498,0.01,21
561,162,0.0,0,0,0.7,2,0,499.3,500,498,0.01,21
562,163,0.0,0,0,0.7,2,0,499.3,500,498,0.01,21
563,164,0.0,0,0,0.7,2,0,499.3,500,498,0.01,21
564,165,0.0,0,0,0.7,2,0,499.3,500,498,0.01,21
565,166,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
566,167,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
567,168,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
568,169,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
569,170,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
570,171,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
571,172,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
572,173,0.0,0,0,0.5,2,0,499.5,500,498,0.01,21
573,174,0.0,0,0,0.4,1,0,499.6,500,499,0.01,21
574,175,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
575,176,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
576,177,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
577,178,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
578,179,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
579,180,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
580,181,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
581,182,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
582,183,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
583,184,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
584,185,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
585,186,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
586,187,0.0,0,0,0.3,1,0,499.7,500,499,0.01,21
587,188,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
588,189,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
589,190,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
590,191,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
591,192,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
592,193,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
593,194,0.0,0,0,0.2,1,0,499.8,500,499,0.01,21
594,195,0.0,0,0,0.1,1,0,499.9,500,499,0.01,21
595,196,0.0,0,0,0.1,1,0,499.9,500,499,0.01,21
596,197,0.0,0,0,0.1,1,0,499.9,500,499,0.01,21
597,198,0.0,0,0,0.1,1,0,499.9,500,499,0.01,21
598,199,0.0,0,0,0.1,1,0,499.9,500,499,0.01,21
599,200,0.0,0,0,0.1,1,0,499.9,500,499,0.01,21
600,1,497.8,499,494,2.0,6,0,0.2,1,0,0.01,28
601,2,495.8,499,491,3.8,8,0,0.4,1,0,0.01,28
602,3,490.1,499,478,9.3,21,0,0.6,2,0,0.01,28
603,4,479.9,499,448,18.3,50,0,1.8,7,0,0.01,28
604,5,459.1,499,398,37.3,96,0,3.6,12,0,0.01,28
605,6,424.1,499,314,69.6,173,0,6.3,20,0,0.01,28
606,7,368.6,499,200,121.4,278,0,10.0,24,1,0.01,28
607,8,296.3,499,115,185.1,351,0,18.6,39,1,0.01,28
608,9,218.3,499,50,250.5,395,0,31.2,55,1,0.01,28
609,10,153.6,499,15,302.7,418,0,43.7,71,1,0.01,28
610,11,110.0,499,8,331.9,413,0,58.1,88,1,0.01,28
611,12,81.9,499,3,345.3,407,0,72.8,106,1,0.01,28
612,13,63.9,499,1,348.5,405,0,87.6,124,1,0.01,28
613,14,56.0,499,0,343.6,409,0,100.4,141,1,0.01,28
614,15,52.8,499,0,332.2,407,0,115.0,159,1,0.01,28
615,16,50.9,499,0,320.4,400,0,128.7,172,1,0.01,28
616,17,50.6,499,0,308.6,386,0,140.8,181,1,0.01,28
617,18,50.4,499,0,294.5,368,0,155.1,195,1,0.01,28
618,19,50.2,499,0,283.6,354,0,166.2,209,1,0.01,28
619,20,50.1,499,0,271.9,338,0,178.0,223,1,0.01,28
620,21,49.9,499,0,262.2,323,0,187.9,231,1,0.01,28
621,22,49.9,499,0,251.3,311,0,198.8,247,1,0.01,28
622,23,49.9,499,0,243.0,303,0,207.1,255,1,0.01,28
623,24,49.9,499,0,233.5,288,0,216.6,267,1,0.01,28
624,25,49.9,499,0,223.9,277,0,226.2,278,1,0.01,28
625,26,49.9,499,0,214.0,269,0,236.1,285,1,0.01,28
626,27,49.9,499,0,206.4,262,0,243.7,296,1,0.01,28
627,28,49.9,499,0,197.4,245,0,252.7,304,1,0.01,28
628,29,49.9,499,0,188.6,230,0,261.5,314,1,0.01,28
629,30,49.9,499,0,180.2,220,0,269.9,320,1,0.01,28
630,31,49.9,499,0,173.5,217,0,276.6,330,1,0.01,28
631,32,49.9,499,0,166.3,211,0,283.8,340,1,0.01,28
632,33,49.9,499,0,160.3,203,0,289.8,344,1,0.01,28
633,34,49.9,499,0,152.8,195,0,297.3,349,1,0.01,28
634,35,49.9,499,0,146.6,188,0,303.5,354,1,0.01,28
635,36,49.9,499,0,142.0,186,0,308.1,360,1,0.01,28
636,37,49.9,499,0,134.9,181,0,315.2,370,1,0.01,28
637,38,49.9,499,0,128.8,172,0,321.3,378,1,0.01,28
638,39,49.9,499,0,124.1,168,0,326.0,384,1,0.01,28
639,40,49.9,499,0,119.1,162,0,331.0,389,1,0.01,28
640,41,49.9,499,0,113.8,159,0,336.3,393,1,0.01,28
641,42,49.9,499,0,109.8,156,0,340.3,399,1,0.01,28
642,43,49.9,499,0,106.7,155,0,343.4,406,1,0.01,28
643,44,49.9,499,0,101.9,148,0,348.2,409,1,0.01,28
644,45,49.9,499,0,98.3,139,0,351.8,410,1,0.01,28
645,46,49.9,499,0,94.3,134,0,355.8,413,1,0.01,28
646,47,49.9,499,0,89.9,132,0,360.2,417,1,0.01,28
647,48,49.9,499,0,85.8,125,0,364.3,420,1,0.01,28
648,49,49.9,499,0,81.9,118,0,368.2,423,1,0.01,28
649,50,49.9,499,0,78.4,112,0,371.7,429,1,0.01,28
650,51,49.9,499,0,74.5,106,0,375.6,431,1,0.01,28
651,52,49.9,499,0,71.5,104,0,378.6,432,1,0.01,28
652,53,49.9,499,0,68.7,101,0,381.4,438,1,0.01,28
653,54,49.9,499,0,66.3,99,0,383.8,440,1,0.01,28
654,55,49.9,499,0,63.5,98,0,386.6,443,1,0.01,28
655,56,49.9,499,0,60.8,96,0,389.3,444,1,0.01,28
656,57,49.9,499,0,57.9,89,0,392.2,451,1,0.01,28
657,58,49.9,499,0,55.6,86,0,394.5,454,1,0.01,28
658,59,49.9,499,0,53.3,82,0,396.8,455,1,0.01,28
659,60,49.9,499,0,51.5,79,0,398.6,458,1,0.01,28
660,61,49.9,499,0,49.2,77,0,400.9,460,1,0.01,28
661,62,49.9,499,0,47.5,76,0,402.6,461,1,0.01,28
662,63,49.9,499,0,46.1,73,0,404.0,461,1,0.01,28
663,64,49.9,499,0,43.9,68,0,406.2,462,1,0.01,28
664,65,49.9,499,0,42.4,65,0,407.7,463,1,0.01,28
665,66,49.9,499,0,40.0,65,0,410.1,465,1,0.01,28
666,67,49.9,499,0,38.0,63,0,412.1,468,1,0.01,28
667,68,49.9,499,0,36.1,61,0,414.0,470,1,0.01,28
668,69,49.9,499,0,35.2,60,0,414.9,470,1,0.01,28
669,70,49.9,499,0,34.2,59,0,415.9,471,1,0.01,28
670,71,49.9,499,0,32.8,57,0,417.3,472,1,0.01,28
671,72,49.9,499,0,31.1,53,0,419.0,474,1,0.01,28
672,73,49.9,499,0,29.4,49,0,420.7,476,1,0.01,28
673,74,49.9,499,0,28.3,49,0,421.8,476,1,0.01,28
674,75,49.9,499,0,26.8,46,0,423.3,479,1,0.01,28
675,76,49.9,499,0,25.7,44,0,424.4,480,1,0.01,28
676,77,49.9,499,0,24.3,43,0,425.8,482,1,0.01,28
677,78,49.9,499,0,23.1,39,0,427.0,482,1,0.01,28
678,79,49.9,499,0,22.2,37,0,427.9,483,1,0.01,28
679,80,49.9,499,0,21.4,35,0,428.7,483,1,0.01,28
680,81,49.9,499,0,21.0,35,0,429.1,483,1,0.01,28
681,82,49.9,499,0,19.8,34,0,430.3,484,1,0.01,28
682,83,49.9,499,0,18.7,30,0,431.4,484,1,0.01,28
683,84,49.9,499,0,18.2,29,0,431.9,484,1,0.01,28
684,85,49.9,499,0,17.6,26,0,432.5,485,1,0.01,28
685,86,49.9,499,0,16.6,25,0,433.5,485,1,0.01,28
686,87,49.9,499,0,15.6,23,0,434.5,487,1,0.01,28
687,88,49.9,499,0,15.1,23,0,435.0,487,1,0.01,28
688,89,49.9,499,0,14.5,21,0,435.6,488,1,0.01,28
689,90,49.9,499,0,13.6,20,0,436.5,489,1,0.01,28
690,91,49.9,499,0,12.7,20,0,437.4,490,1,0.01,28
691,92,49.9,499,0,12.0,20,0,438.1,492,1,0.01,28
692,93,49.9,499,0,11.3,19,0,438.8,492,1,0.01,28
693,94,49.9,499,0,10.9,19,0,439.2,492,1,0.01,28
694,95,49.9,499,0,10.5,19,0,439.6,493,1,0.01,28
695,96,49.9,499,0,10.0,19,0,440.1,493,1,0.01,28
696,97,49.9,499,0,9.7,19,0,440.4,493,1,0.01,28
697,98,49.9,499,0,9.2,17,0,440.9,493,1,0.01,28
698,99,49.9,499,0,9.1,17,0,441.0,493,1,0.01,28
699,100,49.9,499,0,8.6,17,0,441.5,494,1,0.01,28
700,101,49.9,499,0,8.2,17,0,441.9,495,1,0.01,28
701,102,49.9,499,0,8.0,17,0,442.1,495,1,0.01,28
702,103,49.9,499,0,7.5,17,0,442.6,496,1,0.01,28
703,104,49.9,499,0,7.2,16,0,442.9,496,1,0.01,28
704,105,49.9,499,0,7.1,15,0,443.0,496,1,0.01,28
705,106,49.9,499,0,6.8,15,0,443.3,496,1,0.01,28
706,107,49.9,499,0,6.5,13,0,443.6,496,1,0.01,28
707,108,49.9,499,0,6.1,11,0,444.0,496,1,0.01,28
708,109,49.9,499,0,6.0,11,0,444.1,496,1,0.01,28
709,110,49.9,499,0,5.8,10,0,444.3,497,1,0.01,28
710,111,49.9,499,0,5.5,9,0,444.6,498,1,0.01,28
711,112,49.9,499,0,5.4,9,0,444.7,498,1,0.01,28
712,113,49.9,499,0,5.3,9,0,444.8,498,1,0.01,28
713,114,49.9,499,0,5.0,9,0,445.1,498,1,0.01,28
714,115,49.9,499,0,4.9,9,0,445.2,498,1,0.01,28
715,116,49.9,499,0,4.7,9,0,445.4,498,1,0.01,28
716,117,49.9,499,0,4.6,9,0,445.5,498,1,0.01,28
717,118,49.9,499,0,4.4,7,0,445.7,498,1,0.01,28
718,119,49.9,499,0,4.3,7,0,445.8,498,1,0.01,28
719,120,49.9,499,0,4.1,7,0,446.0,498,1,0.01,28
720,121,49.9,499,0,3.8,6,0,446.3,498,1,0.01,28
721,122,49.9,499,0,3.5,6,0,446.6,498,1,0.01,28
722,123,49.9,499,0,3.5,6,0,446.6,498,1,0.01,28
723,124,49.9,499,0,3.5,6,0,446.6,498,1,0.01,28
724,125,49.9,499,0,3.4,6,0,446.7,499,1,0.01,28
725,126,49.9,499,0,3.2,6,0,446.9,499,1,0.01,28
726,127,49.9,499,0,3.0,6,0,447.1,499,1,0.01,28
727,128,49.9,499,0,3.0,6,0,447.1,499,1,0.01,28
728,129,49.9,499,0,2.9,6,0,447.2,499,1,0.01,28
729,130,49.9,499,0,2.7,6,0,447.4,500,1,0.01,28
730,131,49.9,499,0,2.5,6,0,447.6,500,1,0.01,28
731,132,49.9,499,0,2.5,6,0,447.6,500,1,0.01,28
732,133,49.9,499,0,2.5,6,0,447.6,500,1,0.01,28
733,134,49.9,499,0,2.3,6,0,447.8,500,1,0.01,28
734,135,49.9,499,0,2.3,6,0,447.8,500,1,0.01,28
735,136,49.9,499,0,2.3,6,0,447.8,500,1,0.01,28
736,137,49.9,499,0,2.0,3,0,448.1,500,1,0.01,28
737,138,49.9,499,0,2.0,3,0,448.1,500,1,0.01,28
738,139,49.9,499,0,1.8,3,0,448.3,500,1,0.01,28
739,140,49.9,499,0,1.8,3,0,448.3,500,1,0.01,28
740,141,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
741,142,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
742,143,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
743,144,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
744,145,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
745,146,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
746,147,49.9,499,0,1.7,3,0,448.4,500,1,0.01,28
747,148,49.9,499,0,1.6,3,0,448.5,500,1,0.01,28
748,149,49.9,499,0,1.6,3,0,448.5,500,1,0.01,28
749,150,49.9,499,0,1.6,3,0,448.5,500,1,0.01,28
750,151,49.9,499,0,1.6,3,0,448.5,500,1,0.01,28
751,152,49.9,499,0,1.6,3,0,448.5,500,1,0.01,28
752,153,49.9,499,0,1.5,3,0,448.6,500,1,0.01,28
753,154,49.9,499,0,1.5,3,0,448.6,500,1,0.01,28
754,155,49.9,499,0,1.5,3,0,448.6,500,1,0.01,28
755,156,49.9,499,0,1.5,3,0,448.6,500,1,0.01,28
756,157,49.9,499,0,1.4,3,0,448.7,500,1,0.01,28
757,158,49.9,499,0,1.2,3,0,448.9,500,1,0.01,28
758,159,49.9,499,0,1.0,3,0,449.1,500,1,0.01,28
759,160,49.9,499,0,1.0,3,0,449.1,500,1,0.01,28
760,161,49.9,499,0,0.9,3,0,449.2,500,1,0.01,28
761,162,49.9,499,0,0.9,3,0,449.2,500,1,0.01,28
762,163,49.9,499,0,0.7,2,0,449.4,500,1,0.01,28
763,164,49.9,499,0,0.6,2,0,449.5,500,1,0.01,28
764,165,49.9,499,0,0.5,1,0,449.6,500,1,0.01,28
765,166,49.9,499,0,0.4,1,0,449.7,500,1,0.01,28
766,167,49.9,499,0,0.4,1,0,449.7,500,1,0.01,28
767,168,49.9,499,0,0.4,1,0,449.7,500,1,0.01,28
768,169,49.9,499,0,0.4,1,0,449.7,500,1,0.01,28
769,170,49.9,499,0,0.4,1,0,449.7,500,1,0.01,28
770,171,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
771,172,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
772,173,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
773,174,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
774,175,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
775,176,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
776,177,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
777,178,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
778,179,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
779,180,49.9,499,0,0.3,1,0,449.8,500,1,0.01,28
780,181,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
781,182,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
782,183,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
783,184,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
784,185,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
785,186,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
786,187,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
787,188,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
788,189,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
789,190,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
790,191,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
791,192,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
792,193,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
793,194,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
794,195,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
795,196,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
796,197,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
797,198,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
798,199,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
799,200,49.9,499,0,0.2,1,0,449.9,500,1,0.01,28
800,1,497.5,499,495,2.5,5,1,0.0,0,0,0.01,35
801,2,495.0,498,490,4.6,10,2,0.4,2,0,0.01,35
802,3,490.2,495,482,8.8,16,4,1.0,2,0,0.01,35
803,4,480.8,492,464,17.7,34,7,1.5,4,0,0.01,35
804,5,461.3,483,422,35.3,70,15,3.4,8,0,0.01,35
805,6,424.9,465,345,69.3,142,32,5.8,13,2,0.01,35
806,7,363.7,426,253,125.8,225,69,10.5,22,5,0.01,35
807,8,273.0,370,155,207.3,311,118,19.7,36,12,0.01,35
808,9,169.7,289,61,296.4,386,189,33.9,54,21,0.01,35
809,10,90.0,182,25,361.6,400,288,48.4,75,30,0.01,35
810,11,40.9,78,10,395.1,409,371,64.0,90,46,0.01,35
811,12,18.3,43,4,401.3,412,388,80.4,102,63,0.01,35
812,13,7.6,17,1,393.9,409,382,98.5,116,83,0.01,35
813,14,3.3,9,1,382.9,398,371,113.8,127,100,0.01,35
814,15,1.7,4,0,368.4,377,353,129.9,146,119,0.01,35
815,16,0.7,2,0,354.1,370,337,145.2,162,129,0.01,35
816,17,0.4,2,0,339.7,354,322,159.9,177,146,0.01,35
817,18,0.2,1,0,327.0,339,307,172.8,193,161,0.01,35
818,19,0.0,0,0,314.9,328,297,185.1,203,172,0.01,35
819,20,0.0,0,0,302.2,317,280,197.8,220,183,0.01,35
