,day,s,s,s,i,i,i,r,r,r,edgecount,edgecount,edgecount,suscedgecount,suscedgecount,suscedgecount,V,T
,,mean,max,min,mean,max,min,mean,max,min,mean,max,min,mean,max,min,,
184,185,2.5,6,1,0.9,2,0,496.6,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
185,186,2.5,6,1,0.9,2,0,496.6,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
186,187,2.5,6,1,0.8,2,0,496.7,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
187,188,2.5,6,1,0.8,2,0,496.7,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
188,189,2.5,6,1,0.8,2,0,496.7,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
189,190,2.5,6,1,0.8,2,0,496.7,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
190,191,2.5,6,1,0.8,2,0,496.7,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
191,192,2.5,6,1,0.7,2,0,496.8,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
192,193,2.5,6,1,0.7,2,0,496.8,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
193,194,2.5,6,1,0.7,2,0,496.8,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
194,195,2.5,6,1,0.7,2,0,496.8,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
195,196,2.5,6,1,0.7,2,0,496.8,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
196,197,2.5,6,1,0.6,2,0,496.9,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
197,198,2.5,6,1,0.6,2,0,496.9,498,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
198,199,2.5,6,1,0.5,2,0,497.0,499,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
199,200,2.5,6,1,0.5,2,0,497.0,499,493,1.0,1.0,1.0,1.0,1.0,1.0,0.01,7
200,1,497.4,498,496,2.4,4,1,0.2,1,0,0.9995186136071886,1.0,0.998395378690629,0.9997717807425799,1.0,0.9992616063742727,0.01,14
201,2,494.5,498,490,5.0,10,1,0.5,2,0,0.9976732991014121,1.0,0.991816431322208,0.9988757251315347,1.0,0.9960419747557191,0.01,14
202,3,487.6,496,476,11.5,23,2,0.9,2,0,0.9885911424903723,0.9998395378690629,0.9640564826700898,0.9942902673579205,0.9999327956989248,0.9814945780632424,0.01,14
203,4,478.6,495,462,19.5,33,3,1.9,5,0,0.9716784338896021,0.9993581514762516,0.936777920410783,0.985458138002028,0.9997149697508121,0.9661798665410062,0.01,14
204,5,464.9,494,441,31.2,56,4,3.9,8,2,0.9420089858793326,0.9990372272143774,0.8727535301668806,0.9688769639075842,0.9995741192815766,0.9293173616653737,0.01,14
205,6,449.6,491,422,45.1,73,7,5.3,10,2,0.9038510911424904,0.996790757381258,0.8199614890885751,0.9462572179912362,0.9983983955540653,0.895064735358504,0.01,14
206,7,432.9,486,400,59.4,88,11,7.7,12,3,0.8652759948652118,0.9929396662387676,0.7853016688061617,0.921178862461659,0.9964185466731695,0.8677635599452722,0.01,14
207,8,415.3,479,386,74.2,101,18,10.5,16,3,0.8254332477535302,0.9809050064184852,0.7527278562259306,0.8934318578513331,0.9901097641975086,0.8395986978362519,0.01,14
208,9,395.1,468,362,92.0,123,28,12.9,18,4,0.78252567394095,0.9589216944801027,0.7034659820282413,0.859293195653304,0.9782185619665298,0.7930857483889153,0.01,14
209,10,373.9,447,335,108.4,143,46,17.7,23,7,0.747785622593068,0.9064505776636713,0.6771501925545571,0.8283858034901961,0.9488511259106032,0.7574841660466782,0.01,14
210,11,356.9,432,322,120.5,151,58,22.6,29,10,0.7240051347881901,0.8708279845956355,0.6678433889602053,0.8033351683799743,0.9267631939127127,0.7404817761067333,0.01,14
211,12,338.5,411,299,132.9,166,73,28.6,36,16,0.7053273427471117,0.8307124518613607,0.6517971758664955,0.7783831459175727,0.8985301106353621,0.7073026665178748,0.01,14
212,13,322.1,395,280,142.7,178,85,35.2,42,20,0.6945763799743261,0.7992618741976893,0.65099486521181,0.7585529011089002,0.8743436085694516,0.6860042749473223,0.01,14
213,14,306.5,373,262,151.0,179,103,42.5,59,24,0.6895218228498075,0.7609114249037228,0.6551668806161746,0.7432674056623744,0.8416170250261615,0.6850446359906386,0.01,14
214,15,289.8,352,250,160.3,182,117,49.9,68,31,0.6839858793324776,0.7284980744544287,0.6564505776636713,0.7248518413625267,0.808900637479524,0.6743006723579631,0.01,14
215,16,274.4,325,242,168.5,185,139,57.1,77,36,0.6810333761232349,0.7036264441591784,0.652599486521181,0.7075181807059464,0.7661748973187668,0.6684465927071469,0.01,14
216,17,261.7,307,231,175.0,186,153,63.3,83,40,0.6822207958921694,0.7052310654685494,0.6599807445442876,0.6950730821542315,0.7377133943896077,0.6630561534300001,0.01,14
217,18,249.3,298,219,179.9,193,156,70.8,94,46,0.6880616174582799,0.7214377406931964,0.6598202824133504,0.6861147784802138,0.7316808687172697,0.6538114389744906,0.01,14
218,19,236.7,282,204,185.6,200,165,77.7,102,53,0.694191270860077,0.7275353016688062,0.6623876765083441,0.6757438864049828,0.7211991631406592,0.6396850378970229,0.01,14
219,20,223.1,266,193,190.0,202,173,86.9,112,61,0.7030808729139923,0.7358793324775353,0.6742618741976893,0.6660393536426701,0.7104605589701433,0.6407426314389714,0.01,14
220,21,213.4,249,186,191.7,203,176,94.9,119,70,0.7121630295250321,0.7419768934531451,0.6832477535301669,0.6621856065536174,0.7064200861703268,0.6419288922299201,0.01,14
221,22,205.6,238,181,192.3,208,180,102.1,128,79,0.7207477535301668,0.748395378690629,0.6960847240051348,0.6599516925196763,0.7002007979925259,0.6296889918266058,0.01,14
222,23,194.0,221,167,195.2,209,185,110.8,137,87,0.7314987163029525,0.7578626444159179,0.7023427471116817,0.653523361436316,0.6896233821069665,0.6305374942674443,0.01,14
223,24,183.2,206,160,198.3,216,187,118.5,146,92,0.7407413350449293,0.7705391527599487,0.699775353016688,0.6456810403791955,0.6851741588614592,0.6193470687404392,0.01,14
224,25,175.0,198,153,198.6,218,189,126.4,153,99,0.7530006418485238,0.7849807445442876,0.7137355584082157,0.6464848369690076,0.6765794674782858,0.6179676976808475,0.01,14
225,26,165.9,185,146,200.4,220,185,133.7,159,103,0.7626765083440308,0.7913992297817715,0.7148587933247753,0.6419633696669979,0.6843499530832543,0.6101395385610863,0.01,14
226,27,158.3,176,140,201.0,218,191,140.7,162,109,0.7725288831835686,0.7960526315789473,0.7235237483953787,0.6404173106049013,0.6731869529526524,0.6106037542886663,0.01,14
227,28,149.5,168,136,202.6,224,191,147.9,168,115,0.7824935815147624,0.8096919127086007,0.7325096277278562,0.6363977998094648,0.67631343678117,0.6036240619666156,0.01,14
228,29,143.6,162,130,201.1,221,190,155.3,179,119,0.7916078305519897,0.8177150192554558,0.7376444159178434,0.6372706891404417,0.6769846588835264,0.5980092221950097,0.01,14
229,30,136.4,158,125,201.0,222,186,162.6,185,126,0.8023267008985879,0.8284659820282413,0.7488767650834403,0.6381733150658244,0.6863075292685622,0.6016171971726404,0.01,14
230,31,130.0,150,120,199.6,218,185,170.4,195,132,0.8133825417201541,0.8387355584082157,0.7575417201540436,0.6425579886331008,0.6847441366598707,0.6010271107156497,0.01,14
231,32,123.9,142,114,197.8,222,182,178.3,204,136,0.8245507060333761,0.8502888318356868,0.7655648267008985,0.6475645860195118,0.6904415687515699,0.5937904653288696,0.01,14
232,33,117.8,138,109,194.8,217,177,187.4,213,145,0.8360077021822849,0.8595956354300385,0.7780808729139923,0.6535411498275778,0.6926056521762713,0.6044825567272974,0.01,14
233,34,112.0,135,102,192.1,212,175,195.9,218,156,0.8467586649550706,0.8640885750962772,0.7949293966623877,0.6585391175007945,0.6947513564447713,0.6233165256119165,0.01,14
234,35,106.0,128,98,192.3,211,170,201.7,229,161,0.8554236200256738,0.8767650834403081,0.8053594351732991,0.6596920862388996,0.6925209449505567,0.6255781854186411,0.01,14
235,36,101.0,123,93,188.9,208,162,210.1,240,169,0.8649390243902438,0.8889602053915276,0.8140243902439024,0.6659907231686033,0.7153428461561095,0.6255054294416875,0.01,14
236,37,96.6,114,88,184.3,209,158,219.1,249,177,0.8744383825417202,0.8985879332477535,0.8271822849807445,0.6750500406809536,0.7261365924529818,0.6253801945654762,0.01,14
237,38,92.0,110,82,182.1,206,158,225.9,253,184,0.8821245186136071,0.90099486521181,0.8353658536585366,0.6793946184736077,0.7188691841183915,0.6291723152041231,0.01,14
238,39,87.6,106,79,178.7,205,157,233.7,259,189,0.8898908857509629,0.9069319640564827,0.8405006418485238,0.6853448041836211,0.7208112977935203,0.6276107208736075,0.01,14
239,40,82.8,102,71,176.7,201,154,240.5,267,197,0.8969993581514762,0.9160783055198973,0.8478818998716303,0.6882447548813044,0.7286675420322706,0.6327306074832588,0.01,14
240,41,78.9,99,65,171.6,189,150,249.5,274,212,0.9047336328626445,0.925224646983312,0.8628048780487805,0.6971882689233139,0.7328735173029003,0.6595827432535359,0.01,14
241,42,74.4,95,60,168.3,181,151,257.3,280,224,0.9129332477535301,0.9316431322207959,0.8761232349165597,0.7062326869939707,0.7308225881965509,0.6786152041222121,0.01,14
242,43,71.9,90,55,163.7,177,147,264.4,286,233,0.9181803594351733,0.9370988446726572,0.8873555840821566,0.7136092824110313,0.7396759791984099,0.6936001940759713,0.01,14
243,44,69.4,88,52,160.3,174,141,270.3,296,238,0.9228337612323492,0.9412708600770219,0.892971758664955,0.7197618037133962,0.7466054918366547,0.700559964721166,0.01,14
244,45,66.6,87,51,157.6,170,139,275.8,301,249,0.9272304236200256,0.9427150192554558,0.8997111681643132,0.7244285818776458,0.7529256374748019,0.7091569614352675,0.01,14
245,46,63.0,84,47,153.2,165,136,283.8,308,255,0.9329428754813864,0.9468870346598203,0.9042041078305519,0.7319934369795182,0.7588852495578072,0.7112960932040067,0.01,14
246,47,59.8,82,44,150.5,159,129,289.7,318,261,0.9378369704749678,0.9539473684210527,0.9088575096277278,0.7379840430924991,0.7829065012505944,0.7174573568908178,0.01,14
247,48,57.4,77,43,146.2,158,126,296.4,323,273,0.9426026957637997,0.957798459563543,0.9173620025673941,0.7488666387887912,0.7912689953194472,0.7206146209253583,0.01,14
248,49,53.9,71,41,144.9,156,122,301.2,328,274,0.9468068035943518,0.9616495507060334,0.9192875481386393,0.7535348730642931,0.8035335097627967,0.7216548556950628,0.01,14
249,50,50.9,65,37,141.9,155,118,307.2,336,280,0.9507381258023108,0.9656611039794608,0.9260269576379975,0.7576039064530399,0.8141193773186807,0.7237369425934495,0.01,14
250,51,48.3,65,36,137.7,152,118,314.0,340,284,0.954364569961489,0.9682284980744544,0.9284338896020539,0.7636794841022195,0.8109205964144491,0.7324706777436202,0.01,14
251,52,46.6,61,35,135.5,152,119,317.9,344,289,0.9568838254172014,0.9707958921694481,0.9345314505776636,0.7691592872234126,0.807841420259118,0.7401511221581735,0.01,14
252,53,44.4,58,34,132.2,148,118,323.4,348,302,0.9603337612323491,0.9735237483953787,0.943196405648267,0.7764085557422458,0.8122623098320767,0.7492761065651482,0.01,14
253,54,42.8,56,30,128.5,143,112,328.7,354,307,0.9625962772785623,0.9778562259306803,0.9459242618741976,0.782193308149721,0.8336517536086523,0.7513668047187932,0.01,14
254,55,40.5,54,28,126.3,142,106,333.2,361,312,0.9655166880616175,0.9801026957637997,0.9476893453145058,0.7888235318011212,0.8468752219852695,0.7563897351727582,0.01,14
255,56,39.2,52,28,122.6,139,104,338.2,364,317,0.9678754813863929,0.9813863928112966,0.951379974326059,0.7971970018703838,0.8504515694449313,0.7652417182263217,0.01,14
256,57,37.4,51,26,120.3,134,102,342.3,368,320,0.9695924261874197,0.982028241335045,0.95298459563543,0.7979543094351005,0.8444178510735333,0.7673985767114677,0.01,14
257,58,36.1,51,26,117.3,133,94,346.6,377,325,0.9713254172015404,0.983793324775353,0.9544287548138639,0.8031432200231338,0.854032599667084,0.7744960313799452,0.01,14
258,59,34.4,49,24,115.0,132,93,350.6,379,329,0.9735879332477536,0.9842747111681643,0.9568356867779204,0.8100990590243382,0.8546320006039948,0.7763830688566099,0.01,14
259,60,32.4,46,23,113.5,129,95,354.1,380,333,0.9752406931964057,0.9852374839537869,0.9576379974326059,0.8118101688852273,0.8501998841885176,0.7645805165248205,0.01,14
260,61,31.3,43,22,109.8,123,90,358.9,386,339,0.9768132220795893,0.9871630295250321,0.9606867779204108,0.8180254322676752,0.8641975641900194,0.7673679325180439,0.01,14
261,62,29.6,42,21,106.8,120,85,363.6,392,345,0.978658536585366,0.9892490372272144,0.9642169448010269,0.823461823941359,0.8802024973805969,0.7834257252663266,0.01,14
262,63,29.1,40,21,102.7,118,81,368.2,396,350,0.9800706033376123,0.990211810012837,0.9683889602053916,0.8319471329943922,0.8926932111334512,0.7952491460970492,0.01,14
263,64,27.9,37,21,100.4,116,81,371.7,397,352,0.9813222079589217,0.9903722721437741,0.9701540436456996,0.8365156994341533,0.8900883570940628,0.7920950622794747,0.01,14
264,65,26.6,32,21,98.2,113,80,375.2,399,356,0.9828465982028242,0.9910141206675225,0.9759306803594352,0.8420976947141325,0.8923723482830874,0.8069665921186524,0.01,14
265,66,25.6,31,20,95.2,108,78,379.2,401,363,0.9842586649550705,0.9910141206675225,0.9764120667522465,0.8496241166635397,0.8923723482830874,0.8058416437127359,0.01,14
266,67,24.7,31,18,92.4,109,75,382.9,404,364,0.9853337612323492,0.9911745827984596,0.9773748395378691,0.8548596552922536,0.8939084465933792,0.8142581977691482,0.01,14
267,68,23.8,30,18,89.8,108,73,386.4,406,365,0.9861521181001283,0.9913350449293966,0.9780166880616175,0.857362117667928,0.8957399484248811,0.8128882821668019,0.01,14
268,69,23.0,28,18,87.7,107,71,389.3,408,367,0.9870667522464698,0.9921373555840821,0.9801026957637997,0.8618916361963427,0.8974406286969899,0.8167733637273786,0.01,14
269,70,21.5,25,17,85.7,106,66,392.8,413,370,0.9886874197689345,0.993581514762516,0.9826700898587933,0.8700632162508632,0.9065355106494568,0.8176876749272872,0.01,14
270,71,20.8,25,16,82.4,100,63,396.8,417,377,0.9897143774069319,0.9939024390243902,0.9829910141206675,0.8776493977513848,0.913322840966199,0.8210669852721147,0.01,14
271,72,19.4,24,14,80.1,98,59,400.5,423,381,0.9907573812580232,0.9943838254172015,0.9834724005134788,0.8820699320698164,0.913322840966199,0.8190801929917862,0.01,14
272,73,18.5,24,12,77.6,95,58,403.9,425,387,0.9915757381258024,0.9947047496790757,0.9847560975609756,0.8866112894826884,0.9148177057384219,0.8341269477551109,0.01,14
273,74,17.8,23,12,75.0,93,56,407.2,428,388,0.9922657252888317,0.9953465982028241,0.985397946084724,0.8928633614639626,0.9256123220630179,0.8262944512712562,0.01,14
274,75,16.6,23,11,73.2,92,55,410.2,430,392,0.9931643132220795,0.9958279845956355,0.9878048780487805,0.8988018711778961,0.9312222822581662,0.8437322881737226,0.01,14
275,76,16.1,22,11,70.5,88,53,413.4,432,397,0.9937259306803595,0.9959884467265725,0.9892490372272144,0.9041626029927213,0.9333867844226683,0.8640762098804495,0.01,14
276,77,15.6,21,11,68.1,85,50,416.3,435,400,0.9940629011553274,0.9961489088575096,0.9900513478818999,0.9064486545279784,0.9363629748988587,0.8681682260376014,0.01,14
277,78,14.6,21,10,67.3,85,48,418.1,437,402,0.9945121951219512,0.9964698331193839,0.9911745827984596,0.9064140676941056,0.9423682521678177,0.8713654651427237,0.01,14
278,79,13.9,19,10,65.7,83,47,420.4,438,404,0.9949614890885752,0.996790757381258,0.9914955070603337,0.9103193736558547,0.951669243092447,0.8724958349382312,0.01,14
279,80,13.4,19,9,63.4,77,47,423.2,439,410,0.9953305519897304,0.9972721437740694,0.9916559691912709,0.9143016500886665,0.9536935345904228,0.8722907191860593,0.01,14
280,81,12.7,16,9,62.1,76,47,425.2,440,412,0.9956193838254173,0.9972721437740694,0.991816431322208,0.9165832574933173,0.9518713882603783,0.8744458915998523,0.01,14
281,82,11.9,15,9,60.5,71,47,427.6,442,415,0.9960044929396663,0.9977535301668806,0.9922978177150192,0.9183541392004455,0.9588821525530542,0.8731224013322403,0.01,14
282,83,11.3,14,8,58.6,70,46,430.1,443,417,0.996405648267009,0.9979139922978177,0.993421052631579,0.9210957314623383,0.9620872807581825,0.8797885651781183,0.01,14
283,84,10.9,14,8,57.4,68,45,431.7,444,418,0.9965340179717586,0.9977535301668806,0.993581514762516,0.9225629671858645,0.9526165270392232,0.8828941552402301,0.01,14
284,85,10.4,13,7,56.2,67,43,433.4,446,422,0.9970314505776636,0.998395378690629,0.99502567394095,0.9293778057839985,0.9560887492614455,0.8895777609487288,0.01,14
285,86,9.7,13,6,54.5,64,42,435.8,449,424,0.9973363286264443,0.9987163029525032,0.995186136071887,0.9337370357107675,0.9558846961640012,0.9013395942374893,0.01,14
286,87,9.1,13,6,52.9,64,41,438.0,450,427,0.9976091142490372,0.9988767650834403,0.9956675224646984,0.9375681448372244,0.9589275103980986,0.9117353578941224,0.01,14
287,88,8.9,12,6,50.0,62,40,441.1,451,430,0.9978337612323491,0.9988767650834403,0.9959884467265725,0.9414656556910259,0.9615720684202883,0.9126658578704614,0.01,14
288,89,8.8,12,6,48.6,61,38,442.6,453,431,0.9979460847240051,0.9990372272143774,0.9961489088575096,0.9439806662585551,0.9642458652117321,0.9161380800926837,0.01,14
289,90,8.4,11,6,47.7,59,36,443.9,456,433,0.9980423620025674,0.9990372272143774,0.9963093709884467,0.944930170068449,0.9638294711824124,0.9124668383619792,0.01,14
290,91,8.1,11,6,45.7,58,33,446.2,459,434,0.9982670089858793,0.9991976893453145,0.9963093709884467,0.9499419788977528,0.9750708137392405,0.9124668383619792,0.01,14
291,92,7.7,10,5,44.3,56,29,448.0,463,436,0.9984756097560975,0.9995186136071887,0.9971116816431322,0.9542388328953368,0.9771280258488269,0.9253801888648436,0.01,14
292,93,7.5,10,4,42.6,54,27,449.9,465,437,0.9985718870346598,0.9996790757381258,0.9971116816431322,0.9563854598330715,0.9840245775729647,0.9253801888648436,0.01,14
293,94,7.3,10,3,41.6,53,26,451.1,466,440,0.9987163029525032,0.9996790757381258,0.9974326059050064,0.959943269559638,0.9840245775729647,0.9322557507851625,0.01,14
294,95,6.8,9,2,40.8,53,27,452.4,466,440,0.9988767650834403,0.9998395378690629,0.9975930680359435,0.9646300897532953,0.9840245775729647,0.9322557507851625,0.01,14
295,96,6.5,9,2,39.8,53,28,453.7,466,440,0.9989569961489089,0.9998395378690629,0.9977535301668806,0.9656981538914187,0.9935483870967742,0.9322557507851625,0.01,14
296,97,6.2,9,2,38.4,46,27,455.4,467,447,0.9990853658536585,0.9998395378690629,0.9982349165596919,0.9677123319569951,0.9935483870967742,0.9447546897546898,0.01,14
297,98,5.7,9,2,37.6,46,26,456.7,469,448,0.9991655969191271,0.9998395378690629,0.9982349165596919,0.9678837231486869,0.9935483870967742,0.9355471380471382,0.01,14
298,99,5.1,7,0,36.8,46,25,458.1,470,449,0.999390243902439,1.0,0.9987163029525032,0.9711270116803763,0.9935483870967742,0.9452121212121213,0.01,14
299,100,5.1,7,0,35.9,46,24,459.0,471,449,0.9994383825417202,1.0,0.9987163029525032,0.9730677440558915,0.9935483870967742,0.9452121212121213,0.01,14
300,101,5.0,7,0,35.0,45,23,460.0,472,450,0.9994544287548139,1.0,0.9987163029525032,0.9734011252716255,0.9935483870967742,0.9452121212121213,0.01,14
301,102,4.7,7,0,34.1,43,23,461.2,473,452,0.9995186136071886,1.0,0.9988767650834403,0.9742349290624186,0.9935483870967742,0.951878787878788,0.01,14
302,103,4.7,7,0,32.5,40,23,462.8,473,455,0.9995346598202823,1.0,0.9988767650834403,0.9752931301206197,0.9935483870967742,0.951878787878788,0.01,14
303,104,4.6,7,0,31.1,37,22,464.3,474,458,0.9995827984595635,1.0,0.9990372272143774,0.9774381269173228,0.9919354838709677,0.9583333333333333,0.01,14
304,105,4.5,7,0,30.0,38,21,465.5,475,459,0.9995827984595635,1.0,0.9990372272143774,0.9728084972876933,0.9919354838709677,0.9166666666666666,0.01,14
305,106,4.5,7,0,28.6,38,20,466.9,476,460,0.9996309370988448,1.0,0.9991976893453145,0.9753270158062117,0.9919354838709677,0.9166666666666666,0.01,14
306,107,4.4,7,0,27.6,38,19,468.0,477,461,0.9996469833119385,1.0,0.9991976893453145,0.975721436200632,0.9919354838709677,0.9166666666666666,0.01,14
307,108,4.3,6,0,26.4,36,19,469.3,477,462,0.9996630295250319,1.0,0.9991976893453145,0.9764007215924,1.0,0.9166666666666666,0.01,14
308,109,4.3,6,0,25.3,35,18,470.4,478,464,0.9996951219512195,1.0,0.9993581514762516,0.9777863729780513,1.0,0.9166666666666666,0.01,14
309,110,4.1,6,0,24.7,33,18,471.2,478,465,0.9997593068035944,1.0,0.9995186136071887,0.9796899614546675,1.0,0.9166666666666666,0.01,14
310,111,4.0,6,0,24.1,33,18,471.9,478,466,0.9997593068035944,1.0,0.9995186136071887,0.9795475113122172,1.0,0.9166666666666666,0.01,14
311,112,4.0,6,0,22.8,33,15,473.2,481,466,0.9997753530166881,1.0,0.9995186136071887,0.9806158873805934,1.0,0.9166666666666666,0.01,14
312,113,4.0,6,0,22.1,33,13,473.9,483,466,0.9997753530166881,1.0,0.9995186136071887,0.9806158873805934,1.0,0.9166666666666666,0.01,14
313,114,4.0,6,0,21.1,32,13,474.9,483,467,0.9997753530166881,1.0,0.9995186136071887,0.9806158873805934,1.0,0.9166666666666666,0.01,14
314,115,3.7,6,0,20.5,32,14,475.8,483,467,0.9997913992297818,1.0,0.9995186136071887,0.9811170528817588,1.0,0.9166666666666666,0.01,14
315,116,3.6,6,0,19.6,32,12,476.8,485,467,0.9998234916559692,1.0,0.9995186136071887,0.9826451544098602,1.0,0.9166666666666666,0.01,14
316,117,3.4,6,0,19.1,32,9,477.5,488,467,0.9998555840821567,1.0,0.9996790757381258,0.9842268842268843,1.0,0.9166666666666666,0.01,14
317,118,3.3,6,0,18.6,32,9,478.1,488,467,0.9998876765083441,1.0,0.9996790757381258,0.9859406026072693,1.0,0.9166666666666666,0.01,14
318,119,3.1,6,0,18.5,31,9,478.4,488,468,0.9999197689345314,1.0,0.9996790757381258,0.9873521540188208,1.0,0.9166666666666666,0.01,14
319,120,3.1,6,0,17.6,29,9,479.3,488,470,0.9999197689345314,1.0,0.9996790757381258,0.9873521540188208,1.0,0.9166666666666666,0.01,14
320,121,3.1,6,0,16.8,27,9,480.1,488,472,0.9999358151476251,1.0,0.9998395378690629,0.9919817836484504,1.0,0.9583333333333334,0.01,14
321,122,3.1,6,0,15.9,25,8,481.0,489,474,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
322,123,3.1,6,0,15.6,24,8,481.3,489,475,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
323,124,3.1,6,0,15.3,23,8,481.6,489,476,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
324,125,3.1,6,0,15.0,23,8,481.9,489,476,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
325,126,3.1,6,0,14.5,23,7,482.4,489,476,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
326,127,3.1,6,0,13.9,21,7,483.0,490,478,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
327,128,3.0,6,0,13.6,20,7,483.4,490,479,0.9999518613607188,1.0,0.9998395378690629,0.9966114132780799,1.0,0.9871794871794872,0.01,14
328,129,2.9,6,0,13.0,19,7,484.1,490,480,0.9999679075738126,1.0,0.9998395378690629,0.9980359147025814,1.0,0.98989898989899,0.01,14
329,130,2.8,6,0,12.3,19,7,484.9,491,480,0.9999839537869063,1.0,0.9998395378690629,0.9991582491582491,1.0,0.9924242424242425,0.01,14
330,131,2.8,6,0,11.9,18,7,485.3,492,480,0.9999839537869063,1.0,0.9998395378690629,0.9991582491582491,1.0,0.9924242424242425,0.01,14
